iddesa,binding_constraint,tier,lever,note,magnitude,severity
7406051001,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7406051003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406051005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406051006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.8042201911806721,1.8042201911806721
7406051007,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6972251745582301,0.6972251745582301
7406052004,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406052005,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7406060002,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7406060003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7406060006,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7406060007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.30622594118449353,0.30622594118449353
7406061002,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406061004,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7406061006,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406061007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406061008,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7406061010,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406061011,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406062001,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7406062002,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29945270167320365,0.29945270167320365
7406062003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7406062004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406062005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406063001,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406063002,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406063004,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7407050017,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7408010005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408010006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7408010007,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408010008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7408010017,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7408010018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7408012001,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408012002,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,0.027476713750175352,-0.027476713750175352
7408020013,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.3381007950824587,0.3381007950824587
7408020014,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408020015,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408020027,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408020028,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6267794049360415,0.6267794049360415
7408020029,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408021005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408030005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408030006,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408030007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408030008,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408030009,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408030017,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5139181759764964,0.5139181759764964
7408030018,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408031003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7408031004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.8135548907268579,0.8135548907268579
7408040003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408040011,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408040014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.8360950450786375,1.8360950450786375
7408040018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1590691835785842,1.1590691835785842
7408040019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7408041002,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7408041005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408041006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7408041007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.3381007950824587,0.3381007950824587
7408041008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7408050014,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408050015,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7408050016,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7408050017,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7408050028,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7408050036,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7408050038,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7408051001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7408051002,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7408051007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7408051008,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408052004,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7408052005,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7408052008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7408060019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7408061001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7408061002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7408061004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.3381007950824587,0.3381007950824587
7408061006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.3381007950824587,0.3381007950824587
7408061007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7408062001,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7409100009,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7409100011,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7409100013,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7409100014,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7409100015,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7409100016,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7409100018,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7409100019,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5679411542517364,0.5679411542517364
7409100020,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7409100022,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.3381007950824587,0.3381007950824587
7409100023,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7409101001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.27803116902206426,0.27803116902206426
7409101007,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7409101008,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7409101010,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7409101011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7409110011,z_B3,Tier 2,,,-0.475210020653956,0.475210020653956
7409120010,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7409120012,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7409120017,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.8135548907268579,0.8135548907268579
7409120018,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5679411542517364,0.5679411542517364
7409120019,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7409120021,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7409121001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7409121002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5139181759764964,0.5139181759764964
7409121003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.30622594118449353,0.30622594118449353
7409121004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7409121005,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7409121007,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7409121008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.471292786700904,0.471292786700904
7409121009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9513769487865819,0.9513769487865819
7409121010,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7409121011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7409121012,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7409121013,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7409121015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7409122003,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7409122004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.360640949434238,1.360640949434238
7409122007,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7409122008,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7409122009,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7410020001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.360640949434238,1.360640949434238
7410020004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7410030031,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7410030032,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7410032003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7410040002,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7410040007,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7410050013,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7410051002,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7410070003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7410070005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,0.027476713750175352,-0.027476713750175352
7410070007,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7410070008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7154899418321495,0.7154899418321495
7410070009,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7410070020,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7410070023,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7410070029,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.360640949434238,1.360640949434238
7410071005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7410071011,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411010001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7411010003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.471292786700904,0.471292786700904
7411010004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7411010005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.0474673427682717,1.0474673427682717
7411010008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7411010010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7411010011,z_B3,Tier 2,,,-0.842333978450597,0.842333978450597
7411020001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.471292786700904,0.471292786700904
7411020011,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411020012,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411020013,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411020014,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7411020015,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411030001,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7411030002,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7411030003,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411030004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411030005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411030006,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411030009,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7411030010,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411030012,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411040003,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7411040004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411040005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7411040009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5139181759764964,0.5139181759764964
7411040010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7154899418321495,0.7154899418321495
7411040011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7411040012,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.360640949434238,1.360640949434238
7411050001,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411050003,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411050004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1590691835785842,1.1590691835785842
7411050005,z_B3,Tier 2,,,-0.842333978450597,0.842333978450597
7411050006,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411050008,z_B3,Tier 2,,,-0.842333978450597,0.842333978450597
7411050010,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7411060001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6382033421206158,0.6382033421206158
7411060005,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411060006,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411060007,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411060009,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7411070001,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411070002,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411070004,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411070005,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411070014,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411070015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7411090001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411090002,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411090003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7411090004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,0.018371602666046653,-0.018371602666046653
7411090005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411090006,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7411090008,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411090009,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7411090010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6382033421206158,0.6382033421206158
7411100002,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7411100003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7411100006,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7411100008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7411100010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7411100012,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6972251745582301,0.6972251745582301
